Unnamed: 0,HSN_code,name_of_commodity,chapter_no,sch,gst
4890,5211.39.00,"Other woven fabrics of cotton (dyed; cotton
less than 85%; more than 200g/m2)",52.0,"yet to
be
notifed",--
4891,5211.41.00,"Plain woven fabrics of cotton (yarn of different
color; cotton less than 85%; more than
200g/m2)",52.0,"yet to
be
notifed",--
4892,5211.42.00,"Denim (yarn of different color; cotton less
than85%; more than 200g/m2)",52.0,"yet to
be
notifed",--
4893,5211.43.00,"twill woven fabrics of cotton (yarn of different
color; cotton less than 85%; more than
200g/m2)",52.0,"yet to
be
notifed",--
4894,5211.49.00,"Other woven fabrics of cotton (yarn of
different color; cotton less than 85%; more
than 200g/m2)",52.0,"yet to
be
notifed",--
4895,5211.51.00,"Plain woven fabrics of cotton (printed; cotton
less than 85%; more than 200g/m2)",52.0,"yet to
be
notifed",--
4896,5211.52.00,"Twill woven fabrics of cotton (printed; cotton
less than 85%; more than 200g/m2)",52.0,"yet to
be
notifed",--
4897,5211.59.00,"Other woven fabrics of cotton (printed; cotton
less than 85%; more than 200g/m2)",52.0,"yet to
be
notifed",--
4898,5212.00.00,Woven cotton fabrics nesoi,52.0,"yet to
be
notifed",--
4899,5212.11.00,"Other woven fabrics of cotton (not more than
200g/m2; unbleached)",52.0,"yet to
be
notifed",--
4900,5212.12.00,"Other woven fabrics of cotton (weighing not
more than 200g/m2; bleached)",52.0,"yet to
be
notifed",--
4901,,,,,
4902,5212.13.00,"Other woven fabrics of cotton (dyed; weighing
not more than 200g/m2)",52.0,"yet to
be
notifed",--
4903,5212.14.00,"Other woven fabrics of cotton (yarn of
different color; not more than 200g/m2)",52.0,"yet to
be
notifed",--
4904,5212.15.00,"Other woven fabrics of cotton (printed;
weighing not more than 200g/m2)",52.0,"yet to
be
notifed",--
4905,5212.21.00,"Other woven fabrics (unbleached; weighing
more than 200g/m2)",52.0,"yet to
be
notifed",--
4906,5212.22.00,"Other woven fabrics (bleached); weighing
more than 200g/m2)",52.0,"yet to
be
notifed",--
4907,5212.23.00,"Other woven fabrics (dyed; weighing more
than 200g/m2)",52.0,"yet to
be
notifed",--
4908,5212.24.00,"Other woven fabrics (yarn of different color;
weighing more than 200g/m2)",52.0,"yet to
be
notifed",--
4909,5212.25.00,"Other woven fabrics (printed; weighing more
than 200g/m2)",52.0,"yet to
be
notifed",--
4910,5301.00.00,"Flax, raw etc but not spun, flax tow and waste",53.0,"yet to
be
notifed",--
4911,5301.10.00,"Flax, raw or retted",53.0,"yet to
be
notifed",--
4912,5301.21.00,"Flax, broken or scutched",53.0,"yet to
be
notifed",--
4913,5301.29.00,"Flax, hackled or other wise processed, but not
spun",53.0,"yet to
be
notifed",--
4914,5301.30.00,Flax tow and waste,53.0,"yet to
be
notifed",--
4915,5302.00.00,"True hemp, raw etc not spun, true hemp tow
and waste",53.0,"yet to
be
notifed",--
4916,5302.10.00,"True hemp, raw or retted",53.0,"yet to
be
notifed",--
4917,,,,,
4918,5302.90.00,"Other true hemp, tow and waste of true hemp",53.0,"yet to
be
notifed",--
4919,5303.00.00,"Jute & other text bast fibers nesoi, raw etc &
tow etc",53.0,"yet to
be
notifed",--
4920,5303.10.00,"Jute and other textile bast fibres, raw or retted",53.0,"yet to
be
notifed",--
4921,5303.90.00,"Other jute and other textile bast fibres, tow
and waste of these fibres",53.0,"yet to
be
notifed",--
4922,5304.00.00,"Sisal & other agave text fibers, raw etc & tow
etc",53.0,"yet to
be
notifed",--
4923,5304.10.00,"Sisal and other textile fibres of the genus
agave, raw",53.0,"yet to
be
notifed",--
4924,5304.90.00,"Other sisal and other textile fibres of the
genus agave, tow, waste thereof",53.0,"yet to
be
notifed",--
4925,5305.00.00,"Coconut, abaca, ramie etc nesoi, raw etc, tow
etc",53.0,"yet to
be
notifed",--
4926,5305.11.00,"Textile fibres of coconut, raw",53.0,"yet to
be
notifed",--
4927,5305.11.10,"Raw, coir bristle fibre",53.0,"yet to
be
notifed",--
4928,5305.11.20,"Raw , Mattress fibre",53.0,"yet to
be
notifed",--
4929,5305.11.30,"Raw, curled ormachine twisted coir fibre",53.0,"yet to
be
notifed",--
4930,5305.11.40,Coir pith,53.0,"yet to
be
notifed",--
4931,5305.11.50,Coir yarn,53.0,"yet to
be
notifed",--
4932,5305.19.00,"Other textile fibres of coconut, tow, noils,
waste of these fibres (coir)",53.0,"yet to
be
notifed",--
4933,,,,,
4934,5305.21.00,"Textile fibres of abaca, raw",53.0,"yet to
be
notifed",--
4935,5305.29.00,"Other textile fibres of abaca, tow, noils, waste
of these fibres",53.0,"yet to
be
notifed",--
4936,5305.91.00,"Ramie and other vegetable textile fibres, raw",53.0,"yet to
be
notifed",--
4937,5305.99.00,"Other ramie and other vegetable textile fibres,
tow, noils thereof",53.0,"yet to
be
notifed",--
4938,5306.00.00,Flax yarn,53.0,"yet to
be
notifed",--
4939,5306.10.00,"Flax yarn, single yarn",53.0,"yet to
be
notifed",--
4940,5306.20.00,"Flax yarn, multiple (folded) or cabled",53.0,"yet to
be
notifed",--
4941,5306.90.00,"Flax, yarn, multiple or cabled",53.0,"yet to
be
notifed",--
4942,5307.00.00,Yarn of jute & other textile bast fibers nesoi,53.0,"yet to
be
notifed",--
4943,5307.10.00,"Yarn of jute or of other textile bast fibres,
single yarn",53.0,"yet to
be
notifed",--
4944,5307.20.00,"Yarn of jute or of other textile bast fibres,
multiple or cabled",53.0,"yet to
be
notifed",--
4945,5308.00.00,"Yarn of vegetable textile fibers nesoi, paper
yarn",53.0,"yet to
be
notifed",--
4946,5308.10.00,Coir yarn,53.0,"yet to
be
notifed",--
4947,5308.20.00,True hemp yarn,53.0,"yet to
be
notifed",--
4948,5308.30.00,Paper yarn,53.0,"yet to
be
notifed",--
4949,,,,,
4950,5308.90.00,Yarn of other vegetable textile fibres,53.0,"yet to
be
notifed",--
4951,5309.00.00,Woven fabrics of flax,53.0,"yet to
be
notifed",--
4952,5309.11.00,"Woven fabrics of flax (unbleached or
bleached; flax content 85% or more)",53.0,"yet to
be
notifed",--
4953,5309.19.00,"Other woven fabrics of flax (containing 85%
or more by weight of flax)",53.0,"yet to
be
notifed",--
4954,5309.21.00,"Woven fabrics of flax (unbleached or
bleached; flax content less than 85%)",53.0,"yet to
be
notifed",--
4955,5309.29.00,"Other woven fabrics of flax (flax content less
than 85%)",53.0,"yet to
be
notifed",--
4956,5310.00.00,"Woven fabrics of jute or other text bast fiber
nesoi",53.0,"yet to
be
notifed",--
4957,5310.10.00,"Woven fabrics of jute or of other textile bast
fibres (unbleached)",53.0,"yet to
be
notifed",--
4958,5311.00.00,"Woven fab of veg textile fibers nesoi, wov fab
of ppr yarn",53.0,"yet to
be
notifed",--
4959,5311.00.00,"Woven fabrics of other vegetable textile fibres
or of paper yarn",53.0,"yet to
be
notifed",--
4960,540.22.00,"Textured yarn of polyamide filaments, single
yarn more than 50tex",54.0,"yet to
be
notifed",--
4961,5401.00.00,"Sewing thread of manmade filaments, retail or
not",54.0,"yet to
be
notifed",--
4962,5401.10.00,Sewing thread of synthetic filaments,54.0,"yet to
be
notifed",--
4963,5401.20.00,Sewing thread of artificial filaments,54.0,"yet to
be
notifed",--
4964,5402.00.00,"Synthetic filament yarn (no sew thread), no
retail",54.0,"yet to
be
notifed",--
4965,,,,,
4966,5402.10.00,High tenacity yarn of polyamide filaments,54.0,"yet to
be
notifed",--
4967,5402.20.00,High tenacity yarn of polyester filaments,54.0,"yet to
be
notifed",--
4968,5402.31.00,"Textured yarn of polyamide filaments, single
yarn not more than 50tex",54.0,"yet to
be
notifed",--
4969,5402.33.00,Textured yarn of polyester filaments,54.0,"yet to
be
notifed",--
4970,5402.39.00,Textured yarn of other synthetic filaments,54.0,"yet to
be
notifed",--
4971,5402.41.00,"Single yarn of polyamide filaments, twist of
not exceeding 50turns/m",54.0,"yet to
be
notifed",--
4972,5402.42.00,"Single yarn of polyester filaments, partially
oriented",54.0,"yet to
be
notifed",--
4973,5402.43.00,"Other single yarn of polyester filaments, twist
of not exceeding 50/m540249 other single
yarn of synthetic filaments, twist of not
exceeding 50/m",54.0,"yet to
be
notifed",--
4974,5402.51.00,"Single yarn of polyamide filaments, twist of
exceeding 50 turns/m",54.0,"yet to
be
notifed",--
4975,5402.52.00,"Single yarn of polyester filaments, twist of
exceeding 50 turns/m",54.0,"yet to
be
notifed",--
4976,5402.59.00,"Other single yarn of synthetic filaments,twist
of exceeding 50turns/m",54.0,"yet to
be
notifed",--
4977,5402.61.00,Multiple or cabled yarn of polyamide filaments,54.0,"yet to
be
notifed",--
4978,5402.62.00,Multiple or cabled yarn of polyester filaments,54.0,"yet to
be
notifed",--
4979,5402.69.00,Multiple or cabled yarn of polyester filaments,54.0,"yet to
be
notifed",--
4980,5403.00.00,"Artificial filament yarn (no sew thread), no
retail",54.0,"yet to
be
notifed",--
4981,,,,,
4982,5403.10.00,High tenacity yarn of viscose rayon filament,54.0,"yet to
be
notifed",--
4983,5403.20.00,Textured yarn of artificial filaments,54.0,"yet to
be
notifed",--
4984,5403.31.00,"Single yarn of viscose rayon filament, twist
not exceeding 120turns/ 540332 single yarn
of viscose rayon filament, twist exceeding
120turns/m",54.0,"yet to
be
notifed",--
4985,5403.33.00,Single yarn of cellulose acetate filament,54.0,"yet to
be
notifed",--
4986,5403.39.00,Other single yarn of artificial filaments,54.0,"yet to
be
notifed",--
4987,5403.41.00,"Multiple or cabled yarn of viscose rayon
filament",54.0,"yet to
be
notifed",--
4988,5403.42.00,"Multiple or cabled yarn of cellulose acetate
filament",54.0,"yet to
be
notifed",--
4989,5403.49.00,"Other multiple or cabled yarn of artificial
filament",54.0,"yet to
be
notifed",--
4990,5404.00.00,"Syn monofil not un 97 dec, cr-sect n/ov1 mm,
stno5mm",54.0,"yet to
be
notifed",--
4991,5404.10.00,Snythetic monofilament of 67 decitex or more,54.0,"yet to
be
notifed",--
4992,5404.90.00,"Strip and the like of synthetic textile materials,
not exceeding 5mm",54.0,"yet to
be
notifed",--
4993,5405.00.00,"Art monof, n/un67 dec crs n/ov1mm, strip
nov5mm wd",54.0,"yet to
be
notifed",--
4994,5405.00.00,Artificial monofilament of 67 decitex or more,54.0,"yet to
be
notifed",--
4995,5406.00.00,"Manmade filament yarn (no sew thread),
retail pack",54.0,"yet to
be
notifed",--
4996,5406.10.00,"Synthetic filament yarn, put up for retail sale",54.0,"yet to
be
notifed",--
4997,,,,,
4998,5406.20.00,"Artificial filament yarn, put up for retail sale",54.0,"yet to
be
notifed",--
4999,5407.00.00,"Woven fab of syn fil yarn, incl monofil 67 dec
etc",54.0,"yet to
be
notifed",--
5000,5407.10.00,"Woven fabrics obtained from high tenacity
yarns of nylon, other polyamides or polyesters",54.0,"yet to
be
notifed",--
5001,5407.20.00,Woven fabrics obtained from strip,54.0,"yet to
be
notifed",--
5002,5407.30.00,"Fabrics consisting of layers of parallel textile
yarns",54.0,"yet to
be
notifed",--
5003,5407.41.00,"Unbleached or bleached fabrics (polyamide
filaments 85% or more)",54.0,"yet to
be
notifed",--
5004,5407.42.00,"Dyed fabrics (85% or more by weight of
polyamide filaments)",54.0,"yet to
be
notifed",--
5005,5407.43.00,"Fabrics of yarns of different colours
(polyamide filaments 85% or more)",54.0,"yet to
be
notifed",--
5006,5407.44.00,"Printed fabrics (85% or more by weight of
polyamide filaments)",54.0,"yet to
be
notifed",--
5007,5407.51.00,"Unbleached or bleached fabrics (textured
polyester 85% or more)",54.0,"yet to
be
notifed",--
5008,5407.52.00,"Dyed fabrics (85% or more by weight of
textured polyester filaments)",54.0,"yet to
be
notifed",--
5009,5407.53.00,"Fabrics of yarn of different colors (textured
polyester 85% or more)",54.0,"yet to
be
notifed",--
5010,5407.54.00,"Printed fabrics (85% or more by weight of
textured polyester filaments)",54.0,"yet to
be
notifed",--
5011,5407.60.00,"Other fabrics (85% or more by weight of non-
textured polyester filament)",54.0,"yet to
be
notifed",--
5012,5407.71.00,"Unbleached or bleached fabrics (synthetic
filaments 85% or more)",54.0,"yet to
be
notifed",--
5013,,,,,
5014,5407.72.00,"Dyed fabrics (85% or more by weight of
synthetic filaments)",54.0,"yet to
be
notifed",--
5015,5407.73.00,"Fabrics of yarns of different colors (synthetic
filaments 85% or more)",54.0,"yet to
be
notifed",--
5016,5407.74.00,"Printed fabrics (85% or more by weight of
synthetic filaments)",54.0,"yet to
be
notifed",--
5017,5407.81.00,"Unbleached or bleached fabrics of synthetic
filaments, mixed cotton",54.0,"yet to
be
notifed",--
5018,5407.82.00,"Dyed fabrics, less than 85% by weight of
synthetic filament,mixed cotton",54.0,"yet to
be
notifed",--
5019,5407.83.00,"Fabrics of yarns of different colors, mixed
cotton",54.0,"yet to
be
notifed",--
5020,5407.84.00,"Other fabrics of yarns of different colors,
mixed cotton",54.0,"yet to
be
notifed",--
5021,5407.91.00,"Other woven fabrics of synthetic filament
yarn, unbleached or bleached",54.0,"yet to
be
notifed",--
5022,5407.92.00,"Other woven fabrics of synthetic filament yarn
(dyed)",54.0,"yet to
be
notifed",--
5023,5407.93.00,"Other woven fabrics of yarns of different
colors of synthetic filament",54.0,"yet to
be
notifed",--
5024,5407.94.00,"Other woven fabrics of synthetic filament
yarn, printed",54.0,"yet to
be
notifed",--
5025,5408.00.00,"Woven fab of art fil yarn, incl monofil 67 dec
etc",54.0,"yet to
be
notifed",--
5026,5408.10.00,"Woven fabrics obtained from high tenacity
yarn, of viscose rayon",54.0,"yet to
be
notifed",--
5027,5408.21.00,"Unbleached or bleached fabrics (85% or more
by artificial filament)",54.0,"yet to
be
notifed",--
5028,5408.22.00,"Dyed fabrics (85% or more by weight of
artificial filament)",54.0,"yet to
be
notifed",--
5029,,,,,
5030,5408.23.00,"Fabrics of yarns of different colors (artificial
filament 85% or more)",54.0,"yet to
be
notifed",--
5031,5408.24.00,"Printed fabrics (85% or more by weight of
artificial filament)",54.0,"yet to
be
notifed",--
5032,5408.31.00,"Other woven fabrics of artificial filament yarn,
unbleached or bleached",54.0,"yet to
be
notifed",--
5033,5408.32.00,"Other woven fabrics of artificial filament yarn,
dyed",54.0,"yet to
be
notifed",--
5034,5408.33.00,"Other woven fabrics of artificial filament yarn
of different color",54.0,"yet to
be
notifed",--
5035,5408.34.00,"Other woven fabrics of artificial filament yarn,
printe",54.0,"yet to
be
notifed",--
5036,5501.00.00,Synthetic filament tow,55.0,"yet to
be
notifed",--
5037,5501.10.00,Filament tow of polyamides,55.0,"yet to
be
notifed",--
5038,5501.20.00,Filament tow of polyesters,55.0,"yet to
be
notifed",--
5039,5501.30.00,Filament tow of acrylic or modacrylic,55.0,"yet to
be
notifed",--
5040,5501.90.00,Other synthetic filament tow,55.0,"yet to
be
notifed",--
5041,5502.00.00,Artificial filament tow,55.0,"yet to
be
notifed",--
5042,5503.00.00,"Synthetic staple fibers, not carded, combed
etc.",55.0,"yet to
be
notifed",--
5043,5503.10.00,"Polyamide staple fibres, not processed for
spinning",55.0,"yet to
be
notifed",--
5044,5503.20.00,"Polyester staple fibres, not processed for
spinning",55.0,"yet to
be
notifed",--
5045,,,,,
5046,5503.30.00,"Acrylic or modacrylic staple fibres, not
processed for spinning",55.0,"yet to
be
notifed",--
5047,5503.40.00,"Polypropylene staple fibre, not processed for
spinning",55.0,"yet to
be
notifed",--
5048,5503.90.00,"Other synthetic staple fibres, not processed
for spinning",55.0,"yet to
be
notifed",--
5049,5504.00.00,"Artificial staple fibers, not carded, combed etc.",55.0,"yet to
be
notifed",--
5050,5504.10.00,"Artificial staple fibre of viscose rayon (not
processed for spinning)550490 other artificial
staple fibres, not processed for spinning",55.0,"yet to
be
notifed",--
5051,5505.00.00,Waste of manmade fibers (including noils etc.),55.0,"yet to
be
notifed",--
5052,5505.10.00,Waste of synthetic fibres,55.0,"yet to
be
notifed",--
5053,5505.20.00,Waste of artificial fibres,55.0,"yet to
be
notifed",--
5054,5506.00.00,"Synthetic staple fibers, carded, combed etc.",55.0,"yet to
be
notifed",--
5055,5506.10.00,"Polyamide staple fibres, processed for spinning",55.0,"yet to
be
notifed",--
5056,5506.20.00,"Polyester staple fibres, processed for spinning",55.0,"yet to
be
notifed",--
5057,5506.30.00,"Acrylic or modacrylic staple fibres, processed
for spinning",55.0,"yet to
be
notifed",--
5058,5506.90.00,"Other synthetic staple fibres, processed for
spinning",55.0,"yet to
be
notifed",--
5059,5507.00.00,Artific stpl fiber crd cmb or othws prcd for spng,55.0,"yet to
be
notifed",--
5060,5507.00.00,"Artificial staple fibres, processed for spinning",55.0,"yet to
be
notifed",--
5061,,,,,
5062,5508.00.00,"Sewing thread, manmade staple fiber, retail or
not",55.0,"yet to
be
notifed",--
5063,5508.10.00,Sewing thread of synthetic staple fibres,55.0,"yet to
be
notifed",--
5064,5508.20.00,Sewing thread of artificial staple fibres,55.0,"yet to
be
notifed",--
5065,5509.00.00,"Yarn (no sew thread), syn staple fib, not retail",55.0,"yet to
be
notifed",--
5066,5509.11.00,"Single yarn (85% or more by weight of
polyamide staple fibres)",55.0,"yet to
be
notifed",--
5067,5509.12.00,"Multiple or cabled yarn (polyamide staple
fibres 85% or more)",55.0,"yet to
be
notifed",--
5068,5509.21.00,"Single yarn (85% or more by weight of
polyester staple fibres)",55.0,"yet to
be
notifed",--
5069,5509.22.00,"Multiple or cabled yarn (polyester staple fibres
85% or more)",55.0,"yet to
be
notifed",--
5070,5509.31.00,"Single yarn (acrylic or modacrylic staple fibres
85% or more)",55.0,"yet to
be
notifed",--
5071,5509.32.00,"Multiple or cabled yarn (acrylic or modacrylic
fibres 85% or more)",55.0,"yet to
be
notifed",--
5072,5509.41.00,"Other single yarn (85% or more by weight of
synthetic staple fibres)",55.0,"yet to
be
notifed",--
5073,5509.42.00,"Other single yarn (85% or more by weight of
synthetic staple fibres)",55.0,"yet to
be
notifed",--
5074,5509.51.00,"Yarn of polyester staple fibres, mixed artificial
staple fibres",55.0,"yet to
be
notifed",--
